label,cleaned_text
Common Cold,stop coughing feel cold sinus block lot mucus chest hurt smell muscle sore
Common Cold,cough nonstop chilly mucus production excessive sinus fully clog smell chest hurt muscle painful
Common Cold,stop coughing freeze sinus completely block inundate mucous chest hurt unable smell muscle achy
Common Cold,cough lot find difficult breathe throat hurt feel like lot phlegm trap chest nose run lot feel congested
Common Cold,exhausted ill throat painful fairly nasty cough lot chill pretty high temperature feel extremely run weak
Common Cold,experience severe weariness sickly sensation throat painful fairly severe cough nose stuffy significant sinus pressure miserable extremely exhausted
Common Cold,feel sick lot fatigue bad cough throat sore lot sinus pressure nose congested feel run miserable
Common Cold,exhausted ill throat painful fairly nasty cough lot chill pretty high temperature simply feel run feeble
Common Cold,weary ill suffer severe cough sore throat lot chill pretty high temperature simply feel tired run
Common Cold,quit sneezing nose run constantly chilly exhausted cough lot fever high usual
Common Cold,feel awful lot congestion runny nose cough lot lot chest pain fever high experience severe muscular discomfort
Common Cold,neck swollen exhaust throat scratchy eye burn red nose clog experience facial pressure chest hurt unable smell
Common Cold,lack energy feel like neck bloat eye red throat feel scratchy severe congestion nostril face pressure smell chest hurt
Common Cold,feel weak lymph node enlarge eye burn throat hurt sinus strain nose stuffy smell chest hurt
Common Cold,terrible cough cold day face tired sinus block addition chest hurt phlegm cough smell muscle terrible pain
Common Cold,red watery eye time sinus bother constant tightness breathing tough feel wear time lymph node irritated lot throat mucous
Common Cold,hot puffy eye feeling obstruct sinus chest feel heavy cough lot gunk sense smell muscle hurt lot
Pneumonia,feel cold tired lately cough lot chest pain heart beat fast cough phlegm kind rusty color
Pneumonia,cough lot recently chest pain feel incredibly chilly exhaust additionally heart thump rapidly phlegm cough reddish hue
Pneumonia,feel drain cold stop cough hurt chest heart feel like racing mucus cough gross brownish color
Pneumonia,exhaust chilly stop cough pain chest heart race coughing mucous disgusting brownish hue
Pneumonia,chill feel exhausted shake cough chest hurt cough heart feel like million mile hour phlegm cough dirty rust color
Pneumonia,experience chill feel wear rid cough cough chest ache heart feel like beat million mile hour cough nasty rustcolore phlegm
Pneumonia,feel weak cold lately cough away hurt chest cough heart pound mucus bring rusty brown color
Pneumonia,chill feeling wear cough away chest hurt cough heart race mucus bring gross brownish color
Pneumonia,experience chill feel exhausted cough away cough chest ache heart pound disgusting brownish hue mucous come
Pneumonia,high fever trouble breathing sweat lot feeling cold tired heart beat fast brownish sputum
Pneumonia,problem breathing high fever perspire lot experience extreme fatigue chilly heart race cough brownish mucus
Pneumonia,temperature high hard time breathing sweating profusely shake chill tired heart beat fast brownish phlegm come
Pneumonia,trouble breathing fever high drench sweat shivering chill heart thump rapidly exhausted additionally brownish phlegm
Pneumonia,fever high trouble catch breath sweat lot feel cold tired heart beat fast brownish phlegm come
Pneumonia,high fever problem breathe heart race quickly perspire lot feel chilly exhaust cough brownish phlegm
Pneumonia,feel sick high fever shortness breath sweating chill extreme fatigue heart rate rapid cough lot brownish sputum
Pneumonia,high temperature shortness breath sweating chill intense exhaustion feel poorly cough lot brownish phlegm pulse rate race
Pneumonia,hard time catch breath sweat lot feel sick lot mucus throat chest hurt heart race mucus cough dark look like rust
Pneumonia,sweating profusely find difficult catch breath feel ill throat mucous heart pound chest ache cough thick mucous resemble rust
Pneumonia,lot trouble breathing uneasy feel unwell perspire lot chest hurt lot mucus throat heart race hue mucus cough
Pneumonia,air sweat lot feel lot phlegm throat chest hurt heart race mucus cough reddish color
Pneumonia,sweating profusely air throat fill lot mucus feel good heart pound chest ache cough reddishcolore mucous
Pneumonia,catch breath sweat lot feel sick lot phlegm throat chest hurt heart race mucus cough yellowish
Pneumonia,drip perspiration catch breath throat fill lot phlegm feel awful heart pound chest ache cough brownish mucous
Pneumonia,hard time breathing feel uncomfortable sweat lot lot phlegm throat chest hurt heart beat fast mucus cough brownish
Pneumonia,trouble breathing uneasy throat fill lot phlegm perspire lot heart race chest ache cough reddish mucous
Pneumonia,catch breath sweat lot feel sick lot phlegm throat chest hurt heart race mucus cough brownish stringy
Pneumonia,drip perspiration catch breath throat fill lot phlegm feel awful heart pound chest ache cough stringy brownish mucous
Pneumonia,drench sweat struggle breathe feel lot mucous throat chest ache heart race cough mucus crimson colour
Pneumonia,feel lousy high temperature shortness breath sweating chill extreme weariness heart beat cough lot brownish phlegm
Pneumonia,high fever problem breathe heart race quickly perspire lot feel chilly exhaust cough brownish phlegm
Pneumonia,fever high difficulty breathing drench sweat shiver chill fatigue heart race expect brownish phlegm
Pneumonia,chill feel tired shake cough chest ache heart feel like racing million mile hour cough cough foul rusty phlegm
Pneumonia,hard time breathing feel uncomfortable sweat lot lot phlegm throat chest hurt heart beat fast mucus cough brownish
Pneumonia,trouble breathing uncomfortable sweating profusely lot mucus throat chest ache heart race cough dark mucous
Pneumonia,high fever catch breath sweat profusely generally feel ill weak thick black phlegm chest ache heart race rapidly
Pneumonia,lately experience chill fatigue cough high fever difficulty breathing sweat lot feel sick weak phlegm thick dark
Pneumonia,recently suffer chill lethargy cough high temperature difficulty breathing sweat profusely generally feel ill weak thick black phlegm
Pneumonia,lately experience chill fatigue cough high fever difficulty breathing sweat lot feel sick weak phlegm thick dark
Pneumonia,recently suffer chill lethargy cough high temperature difficulty breathing sweat profusely generally feel ill weak thick red phlegm
Pneumonia,chill lethargy cough high temperature difficulty breathe lately sweat profusely generally feel ill weak thick black phlegm
Pneumonia,lot respiratory issue lately chill exhaustion cough high temperature sweat profusely generally feel ill weak chest ache heart race rapidly
Pneumonia,suffer chill tiredness cough recently sweat tremendously feel overall unwell weak thick black phlegm chest ache heart race
Pneumonia,run temperature catch breath sweat tremendously feel overall unwell weak thick black phlegm heart beat frantically chest hurt
Pneumonia,drench sweat catch breath throat clog mucus miserable heart race chest ache cough brownish stringy mucus
Pneumonia,saturate sweat struggle breathe throat block mucous uncomfortable heart race chest ache cough darkish stringy mucous
Pneumonia,lot problem breathe feel good sweat lot lot mucous throat chest hurt breathing labour phlegm cough odd tint
Pneumonia,lot difficulty breathing feel perspire lot chest hurt lot mucus throat trouble breathing phlegm cough strange hue
Pneumonia,cough lot feel incredibly chilly exhaust pretty high fever difficult breathe perspire lot generally feel weak ill thick black phlegm
Pneumonia,recently chill exhaustion cough high temperature breathing issue perspire lot generally feel weak ill thick black phlegm heart race quickly
Dimorphic Hemorrhoids,constipation discomfort bowel motion anus pain recently bother anus inflamed stool extremely bloody
Dimorphic Hemorrhoids,lately experience constipation pain bowel movement pain anus stool bloody anus irritated
Dimorphic Hemorrhoids,recently lot difficulty restroom bowel movement extremely uncomfortable difficult anus inflamed stool extremely bloody
Dimorphic Hemorrhoids,lot trouble bathroom lately painful blood stool pain irritation anus
Dimorphic Hemorrhoids,recently lot difficulty restroom hurt lot notice blood stool anus experience discomfort itch
Dimorphic Hemorrhoids,lately constipate painful bathroom notice blood stool anus irritated
Dimorphic Hemorrhoids,suffer severe constipation lately restroom hurt lot aside anus itchy observe blood stool
Dimorphic Hemorrhoids,lot trouble bathroom lately painful notice stool bloody anus irritated
Dimorphic Hemorrhoids,recently lot discomfort difficulty restroom additionally notice anus sore stool bloody
Dimorphic Hemorrhoids,terribly constipate lately bathroom hurt lot aside anus itchy observe blood stool
Dimorphic Hemorrhoids,constipate lately restroom excruciatingly uncomfortable observe blood stool anus aggravate
Dimorphic Hemorrhoids,lot trouble bathroom lately painful experience pain anus stool bloody anus irritated
Dimorphic Hemorrhoids,lot problem restroom recently excruciatingly uncomfortable feel agony anus stool bloody anus inflame
Dimorphic Hemorrhoids,trouble restroom recently try uncomfortable anus hurt lot blood stool anus uncomfortable
Dimorphic Hemorrhoids,hard time bathroom lately painful try anus hurt lot blood stool anus itchy
Dimorphic Hemorrhoids,experience problem restroom recently difficult hurt experience buttock soreness bloody stool anus itching sensitive
Dimorphic Hemorrhoids,recently problem restroom incredibly difficult hurt addition experience butt soreness stool bloody anus itching aggravate
Dimorphic Hemorrhoids,constipate hard bathroom hurt stool bloody pain butt anus itchy irritated
Dimorphic Hemorrhoids,constipate restroom challenging ache blood stool anus itchy irritating experience discomfort butt
Dimorphic Hemorrhoids,constipate hard bathroom hurt stool bloody pain butt anus itchy irritated
Dimorphic Hemorrhoids,constipate restroom challenging ache blood stool anus itchy irritating experience discomfort butt
Dimorphic Hemorrhoids,constipate hard bathroom hurt stool bloody pain butt anus itchy irritated
Dimorphic Hemorrhoids,constipation difficult use restroom stool bloody hurt addition anus itchy inflamed experience butt soreness
Dimorphic Hemorrhoids,incredibly difficult use restroom hurt lot stool bloody butt hurt anus itching aggravate
Dimorphic Hemorrhoids,lot trouble bathroom painful stool bloody pain butt anus itchy irritated
Dimorphic Hemorrhoids,trouble bathroom hard hurt anus sore bleed painful uncomfortable
Dimorphic Hemorrhoids,find challenging use restroom difficult ache anus bleed uncomfortable lot discomfort hurt extremely bad
Dimorphic Hemorrhoids,difficulty restroom difficult ache anus painful bleed excruciatingly painful uneasy
Dimorphic Hemorrhoids,lately experience constipation pain bowel movement anus sore bleed painful uncomfortable
Dimorphic Hemorrhoids,recently suffer constipation digestive discomfort anus painful bleed excruciatingly painful uneasy
Dimorphic Hemorrhoids,constipation soreness bowel motion bother lately anus bleed uncomfortable lot discomfort hurt extremely bad
Dimorphic Hemorrhoids,lot trouble bowel movement lately hard hurt anus sore bleed painful uncomfortable
Dimorphic Hemorrhoids,bowel motion difficult recently difficult ache anus bleed uncomfortable lot discomfort hurt extremely bad
Dimorphic Hemorrhoids,experience lot bowel movement issue recently difficult hurt anus painful bleed excruciatingly painful uneasy
Dimorphic Hemorrhoids,lot trouble bowel movement lately hard hurt anus sore bleed painful uncomfortable
Dimorphic Hemorrhoids,experience lot problem bowel motion recently difficult hurt anus painful bleed excruciatingly painful uneasy
Dimorphic Hemorrhoids,bowel motion lot problem right difficult hurt anus bleed uncomfortable lot discomfort hurt extremely bad
Dimorphic Hemorrhoids,lately experience constipation pain bowel movement anus sore bleed painful uncomfortable
Dimorphic Hemorrhoids,constipation bowel motion hurt recently anus bleed uncomfortable lot discomfort hurt extremely bad
Dimorphic Hemorrhoids,recently suffer constipation digestive discomfort anus painful bleed excruciatingly painful uneasy
Dimorphic Hemorrhoids,experience lot bowel movement issue recently difficult hurt anus painful bleed excruciatingly painful uneasy
Dimorphic Hemorrhoids,lot trouble bowel movement lately hard hurt anus sore bleed painful uncomfortable
Dimorphic Hemorrhoids,bowel motion difficult recently difficult ache anus bleed uncomfortable lot discomfort hurt extremely bad
Dimorphic Hemorrhoids,experience lot problem bowel motion recently difficult hurt anus painful bleed excruciatingly painful uneasy
Dimorphic Hemorrhoids,experience lot bowel movement issue recently difficult hurt anus painful bleed painful uncomfortable
Dimorphic Hemorrhoids,lot bowel issue recently difficult hurt anus painful bleed excruciatingly painful uneasy
Dimorphic Hemorrhoids,hard time bathroom lately painful able day lot pain anus area stool bloody anus feel irritated
Dimorphic Hemorrhoids,find incredibly difficult recently use restroom sporadically hurt anus surround region painful anus feel aggravate stool extremely bloody
Dimorphic Hemorrhoids,lot trouble constipation pain try bathroom hurt lot anus area stool bloody anus irritated
Dimorphic Hemorrhoids,constipation bowel movement discomfort common lately region surround anus ache lot anus itchy stool bloody
Arthritis,muscle feel weak neck extremely tight experience lot stiffness walk joint swell walking uncomfortable
Arthritis,feel weak muscle neck stiff joint swell lot stiffness painful walk
Arthritis,muscle weak neck stiff joint swell experience lot stiffness walking excruciatingly uncomfortable
Arthritis,feel weak muscle neck stiff joint swell hard walking painful
Arthritis,muscle weak neck extremely stiff joint swell difficult walking excruciatingly uncomfortable
Arthritis,experience severe muscular weakness neck stiff difficult joint swell uncomfortable walk
Arthritis,muscle feel weak neck extremely tight joint swell difficult hurt lot walk
Arthritis,neck tense feel like muscle incredibly weak trouble joint enlarge walk painful
Arthritis,neck stiff terrible muscle weakness swelling joint challenge walking unpleasant
Arthritis,feel weak muscle lately neck stiff joint swell hard feel stiff walking painful
Arthritis,recently muscle feel weak neck tight swollen joint find difficult stiff uncomfortable walk
Arthritis,experience muscular weakness stiffness neck recently joint swell difficult walk stiff walking excruciatingly uncomfortable
Arthritis,recently suffer neck muscle weakness stiffness joint enlarge difficult walk feel stiff walking excruciatingly uncomfortable
Arthritis,lately neck tight muscle weaken swelling joint difficult stiff agonisingly painful walk
Arthritis,feel weak muscle neck stiff joint swell hard feel stiff walking painful
Arthritis,muscle feel weak neck extremely tight swollen joint find difficult stiff uncomfortable walk
Arthritis,muscle weak neck stiff joint swell difficult walk stiff walking excruciatingly uncomfortable
Arthritis,muscle weak neck extremely stiff joint swell difficult walk feel stiff walking uncomfortable
Arthritis,muscle weak neck stiff joint swell difficult stiff walking uncomfortable
Arthritis,neck tight muscle weak swell joint hard stiff additionally walk unpleasant
Arthritis,feel weak muscle neck stiff joint swell hard feel stiff walking painful
Arthritis,muscle feel weak neck extremely tight swollen joint find difficult stiff uncomfortable walk
Arthritis,neck extremely tight muscle feel extremely weak difficult stiff swollen joint walking extremely uncomfortable
Arthritis,neck extremely stiff muscle extremely weak result swelling joint find difficult feel stiff additionally walk extremely uneasy
Arthritis,experience stiffness weakness neck muscle recently joint grow hard walk stiff additionally walk extremely uncomfortable
Arthritis,neck extremely tight muscle feel extremely weak joint swell walk lot stiffness additionally walk extremely uneasy
Arthritis,experience stiffness weakness neck muscle recently joint grow hard walk stiff additionally walk extremely uncomfortable
Arthritis,feel weak muscle neck stiff joint swell hard feel stiff walking painful
Arthritis,muscle weak neck stiff joint swell difficult walk feel stiff walking uncomfortable
Arthritis,experience severe muscular weakness neck stiff swollen joint find difficult stiff uncomfortable walk
Arthritis,feel weak muscle lately neck stiff joint swell hard painful walk
Arthritis,feel truly frail muscle recently neck truly solid swollen joint difficult walking difficult
Arthritis,recently muscle feel weak neck tight swollen joint difficult walking painful
Arthritis,experience muscular weakness stiffness neck recently joint enlarge difficult walking difficult
Arthritis,feel truly frail muscle recently neck truly solid difficult joint swell walking extremely painful
Arthritis,muscle feel feeble recently neck rock solid joint swollen difficult walking uncomfortable
Arthritis,muscle feel weak lately neck strong joint swell challenge excruciatingly difficult walk
Arthritis,neck extremely tight muscle feel weak recently difficult stiff swollen joint walking extremely uncomfortable
Arthritis,experience stiffness weakness neck muscle recently joint grownup heavy behalf pine tree state run stiff additionally walk terribly uncomfortable
Arthritis,experience muscular weakness stiffness neck recently joint swell create troublesome behalf run change stiff walking additionally agonizingly uncomfortable
Arthritis,muscle weak neck stiff joint swell create troublesome behalf steer concern feel stiff walking conjointly uncomfortable
Arthritis,muscle area unit weak neck terribly stiff joint swell hard behalf maine steer feel stiff walking terribly uncomfortable
Arthritis,experience stiffness weakness neck muscle recently joint grownup onerous behalf run obtain stiff addition walking extraordinarily uncomfortable
Arthritis,neck tight muscle feel weak recently tough behalf maneuver change stiff thank swollen joint walking additionally uncomfortable
Arthritis,recently try walk stiffness stiff neck swollen joint muscular weakness walking uncomfortable
Arthritis,lately experience muscle weakness stiff neck swelling joint stiffness attempt painful steer
Arthritis,recently muscle neck tight weak difficult run joint old tight act walking unpleasant
Arthritis,experience stiffness weakness neck muscle recently joint grownup heavy behalf american state run stiff additionally walk uncomfortable
Arthritis,recently muscle neck tight weak joint mature difficult american government run stiff walking unpleasant
Arthritis,lately stiffness weakness neck muscle joint mature difficult american state operate stiff furthermore walk painful
Acne,bad rash skin lately pusfilled pimple blackhead skin scurre lot
Acne,develop severe rash skin clog pusfilled pimple blackhead skin sensitive
Acne,skin break terrible rash lately blackhead pusfilled pimple abound additionally skin scurre lot
Acne,recently experience severe skin rash blackhead pimple pack pus additionally skin scurre lot
Acne,unhealthy rash skin fill pusfilled pimple blackhead skin additionally scurre heap
Acne,skin acquire nasty rash pusfilled pimple blackhead skin sensitive
Acne,nasty rash appear skin blackhead pimple pack pus additionally skin extremely sensitive
Acne,recently experience severe skin rash blackhead pimple fill pus clog additionally skin irritated
Acne,skin recently severely rashy blackhead pusfilled pimple block skin delicate
Acne,lately experience skin rash lot pusfilled pimple blackhead skin scurre lot
Acne,skin rash pusfilled pimple blackhead bother lately additionally skin scurre lot
Acne,skin develop revolting rash pusfilled pimple blackhead skin sensitive
Acne,skin develop horrible rash blackhead pusfilled pimple furthermore skin exceedingly sensitive
Acne,nasty rash appear skin blackhead pimple pack pus additionally skin extremely sensitive
Acne,skin simply nonheritable nasty rash pack pusfilled pimple blackhead skin sensitive
Acne,skin develop terrible rash inherit lot blackhead pusfilled pimple furthermore skin exceedingly sensitive
Acne,recently experience lot acne breakout pimple contain pus struggle blackhead
Acne,wake morning find nasty rash skin ton blackhead pimple fill pus skin scurry
Acne,notice nasty rash skin lately cover blackhead pimple pack pus skin scurry
Acne,develop nasty rash skin ton blackhead pimple fill pus skin scurry
Acne,deal nasty rash skin lately cover blackhead pimple pack pus skin scurry
Acne,wake morning find nasty rash skin ton blackhead pimple fill pus skin scurry
Acne,struggle nasty rash skin lately cover blackhead pimple pack pus skin scurry
Acne,develop nasty rash skin ton blackhead pimple fill pus skin scurry
Acne,deal nasty rash skin lately cover blackhead pimple pack pus skin scurry
Acne,recently develop terrible rash skin riddled blackhead pusfilled pimple skin scurry
Acne,recently horrible rash skin blackhead pusfilled pimple skin lot
Acne,morning wake discover extremely bad rash body pusfilled pimple blackhead skin lot
Acne,awake morning horrible rash skin blackhead pimple load pus skin scurry
Acne,develop skin rash pusfilled pimple blackhead skin sensitive
Acne,skin rash pusfilled pimple blackhead bother lately additionally skin scurre lot
Acne,wake morning find terrible rash body blackhead pusfilled pimple place additionally skin change lot
Acne,awake morning realise severe rash body pusfilled pimple blackhead place skin scurre lot
Acne,recently develop terrible rash skin riddled blackhead pusfilled pimple skin scurry
Acne,awake morning horrible rash skin blackhead pimple load pus skin scurry
Acne,morning wake discover extremely bad rash skin pusfilled pimple blackhead skin lot
Acne,recently battle pretty itchy rash skin pusfilled pimple blackhead skin scurre lot
Acne,morning realize major rash body lot pimple fill pus blackhead skin scurry lot
Acne,wake today find major rash body lot pimple fill pus blackhead skin scurry lot
Acne,wake morning find major rash body cover pusfilled pimple blackhead skin scurry lot
Acne,morning large rash body lot pusfilled pimple blackhead face skin scurry lot
Acne,discover significant rash body morning blackhead pusfilled pimple proliferate skin scurry lot
Acne,yesterday notice enormous rash skin lot pusfilled pimple blackhead face skin scurry lot
Acne,discover huge rash skin yesterday face cover blackhead pusfilled pimple skin crawl lot
Acne,skin horrible rash absolutely nonheritable blackhead pusfilled pimple abound addition skin sensitive
Acne,skin merely develop uninherited rash lot pusfilled pimple blackhead furthermore skin sensitive
Acne,awake morning severe rash skin pusfilled pimple blackhead place skin shift lot
Acne,wake morning terrible rash skin blackhead pusfilled pimple place additionally skin shift lot
Acne,recently struggle irritate skin rash blackhead pusfilled pimple additionally skin scurre lot
Acne,recently deal itch rash skin cover pusfilled pimple blackhead skin sensitive
Bronchial Asthma,feel extremely tired weak cough lot difficulty breathe fever high produce lot mucus cough
Bronchial Asthma,cough away exhausted cough thick mucous fever pretty high
Bronchial Asthma,persistent cough feel fatigue fever roof trouble breathing cough cough lot mucous
Bronchial Asthma,issue exhaustion dry cough breathing high fever cough lot thick mucoid phlegm
Bronchial Asthma,feel fatigue weak bad cough fever high breathing shallow cough lot saliva come
Bronchial Asthma,lot sleepiness cough refuse away breathing difficulty cough lot thick mucoid saliva high fever
Bronchial Asthma,doctor high fever past day saliva thick dry cough weakness
Bronchial Asthma,cough continue day feel weak tired fever high breath strain cough generate lot mucus
Bronchial Asthma,mom dad feel tired weak lately cough away hard catch breath fever high cough produce lot mucus
Bronchial Asthma,hey mom hey dad feel exhaust lately persistent cough breathing shallow fever high cough lot thick mucoid sputum
Bronchial Asthma,recently feel weak exhausted cough simply away fever high challenge catch breath lot mucous cough
Bronchial Asthma,feel terribly weak drain cough away fever exceptionally high challenge try catch breath create lot mucous cough
Bronchial Asthma,feel tired weak lately cough away breathing shallow fever high cough produce lot thick mucoid sputum
Bronchial Asthma,feel extremely exhausted persistent cough hard catch breath fever high produce lot mucus cough
Bronchial Asthma,struggle fatigue constant cough difficult breathe fever high cough lot thick mucoid sputum
Bronchial Asthma,nag cough away breathing labored fever high feel weak tired produce lot mucus cough
Bronchial Asthma,experience high fever persistent cough shortness breath produce lot thick mucoid sputum feel tired weak
Bronchial Asthma,breathing issue persistent cough exhaustion cough lot thick mucoid sputum high fever feel drain tired deal
Bronchial Asthma,cough linger day difficulty breathe fever skyhigh feel weak tired produce lot mucus cough overwhelming deal symptom frustrate
Bronchial Asthma,persistent cough day breathing problem weak exhausted fever roof difficult manage symptom cough lot mucus angry
Bronchial Asthma,struggle difficulty breathe constant cough fatigue fever extremely high cough lot thick mucoid sputum hard deal feel drain wear
Bronchial Asthma,breathing issue persistent cough exhaustion cough lot thick mucoid sputum high fever feel exhausted tired cope
Bronchial Asthma,feel ill lately persistent cough difficulty breathing fever chart feel extremely exhausted produce lot mucus cough overwhelming deal symptom
Bronchial Asthma,recently feel terrible fever roof persistent cough breathing problem cough lot phlegm feel weary deal symptom difficult
Bronchial Asthma,fever cough away shortness breath addition cough lot thick mucoid saliva feel wear weak
Bronchial Asthma,hey dry cough breathing difficulty high fever lot mucous produce feel incredibly weak tired
Bronchial Asthma,recently number concern symptom include dry cough impair breathing high fever lot mucus feel weak tired
Bronchial Asthma,currently deal number health issue include dry cough difficulty breathe high fever increase mucus production feel weak tired
Bronchial Asthma,week suffer continious health issue like dry cough problem breathe weakness day
Bronchial Asthma,doctor couple day able brethe propelry lie bed high fever lot mucus suggest medicine
Bronchial Asthma,experience shortness breath persistent cough high fever produce lot thick mucoid sputum feeling drain exhaust hard deal
Bronchial Asthma,weak exhausted fever roof difficult manage symptom cough lot mucus angry
Bronchial Asthma,confess experience shortness breath persistent cough high fever produce lot thick mucoid sputum feel drain exhaust tough deal feel sick moment
Bronchial Asthma,admit high fever persistent cough shortness breath addition cough lot thick mucoid saliva feel deplete wear
Bronchial Asthma,tough time constant cough difficulty breathing fatigue fever high cough lot thick mucoid sputum drain exhausting feel sick moment
Bronchial Asthma,struggle persistent cough breathing issue exhaustion cough lot thick mucoid sputum high fever tire exhausting right feeling ill
Bronchial Asthma,deal bad cough breathing issue drowsiness cough lot thick mucoid sputum high fever exhausting exhausting right feeling ill
Bronchial Asthma,persistent cough breathing problem exhaustion thing difficult produce copious thick mucoid sputum high fever currently feel fairly ill tire exhausting
Bronchial Asthma,persistent cough respiratory issue exhaustion struggle high fever produce lot thick mucoid sputum cough currently feel sick result draining tiresome
Bronchial Asthma,fever roof weak tired cough lot mucous manage symptom hard upset
Bronchial Asthma,doctor high fever able breathe nose mouth day feelinf tired recommend medication
Bronchial Asthma,hey dry cough trouble breathing high fever produce lot mucus feel weak exhausted
Bronchial Asthma,cough nonstop day respiratory issue fever roof weak wear symptom challenging control
Bronchial Asthma,addition sleepiness trouble breathing persistent cough cough lot thick mucoid sputum high fever
Bronchial Asthma,struggle breathe coughing constantly feeling wear high fever cough lot thick mucoid saliva simply feel wear exhaust try deal
Bronchial Asthma,experience difficulty breathe chronic cough weariness produce lot thick mucoid sputum run high temperature cope simply feel extremely wear exhaust
Bronchial Asthma,hello mom father recently feel incredibly wear cough away fever high breathing shallow additionally cough lot mucous thick sputum
Bronchial Asthma,struggle fatigue constant cough difficult breathe fever high cough lot thick mucoid sputum
Bronchial Asthma,doctor high fever able breathe nose mouth day feel tiredsometime mucus tooplease recommend medication
Bronchial Asthma,ongoing health problem week include dry cough breathing difficulty general weakness
Hypertension,experience headache chest pain dizziness difficulty maintain balance feel like trouble concentrate
Hypertension,headache chest pain instability balance issue feel dizzy think problem focus
Hypertension,head pain chest pain instability balance issue feel unwell think problem focus
Hypertension,addition head pain chest pain instability balance issue feel unwell suppose issue focus
Hypertension,experience balance issue headache chest pain dizziness ability concentrate focus challenge
Hypertension,headache chest pain dizziness trouble balance hard focus concentrate
Hypertension,encounter trouble walk headache chest pain dizziness concentration skill focus challenge
Hypertension,encounter poor balance headache chest pain dizziness ability pay attention focus problematic
Hypertension,coordination experience headache chest pain dizziness additionally trouble concentrate focus
Hypertension,symptom include headache chest pain dizziness lack balance trouble concentrate
Hypertension,experience symptom headache chest pain dizziness loss balance difficulty focus
Hypertension,suffer symptom include headache chest pain dizziness lose balance trouble concentrate
Hypertension,headache chest discomfort dizziness lack balance difficulty concentrate symptom
Hypertension,headache chest pain experience fainting balance issue additionally discover hard focus
Hypertension,experience balance issue headache chest pain dizziness realise trouble focus
Hypertension,balance headache chest pain dizziness observe hard concentrate
Hypertension,experience balance issue chest pain headache pain trouble focus
Hypertension,experience chest pain dizziness headache feel like continual pressure forehead
Hypertension,feel lightheaded unsteady foot notice decline ability focus concentrate
Hypertension,experience dizziness shakiness loss attention span ability concentrate
Hypertension,experience dizziness anxiousness loss attention concentration ability concentrate
Hypertension,intense ache chest headache away feel dizzy unsteady
Hypertension,intense ache chest head pain refuse away feel dizzy unsteady
Hypertension,chest pain dizziness headache feel like narrow zone head lot trouble
Hypertension,struggle headache feel like tight band head chest pain dizziness
Hypertension,experience balance issue addition feel disorient dizzy headache present nonstop
Hypertension,feel disorient dizzy trouble balance headache constant presence
Hypertension,experience balance issue feel dizzy lightheade additionally drop concentration focus
Hypertension,addition feel dizzy lightheaded problem equilibrium capacity concentrate focus slip notice
Hypertension,experience headache feel like sharp pain temple chest pain dizziness
Hypertension,chest pain dizziness headache like sharp pain forehead
Hypertension,feel fine day suddenly develop headache chest pain dizziness walk hard focus concentrate
Hypertension,walk suddenly start experience headache chest pain dizziness feel fine day challenge concentrate focus
Hypertension,wake morning headache chest pain day feel dizzy unsteady foot
Hypertension,headache chest pain morning day wear start feel unsteady unstable foot
Hypertension,deal headache chest pain day today dizziness loss balance bad
Hypertension,day suffer headache chest pain today dizziness lack balance considerably bad
Hypertension,work start feel headache chest pain dizziness hard concentrate focus task
Hypertension,experience headache chest pain lightheadedness work challenge focus concentrate work
Hypertension,middle workout suddenly develop headache chest pain dizziness hard maintain balance
Hypertension,instantly experience headache chest pain dizziness work challenge balance
Hypertension,feel fine day suddenly develop headache chest pain dizziness drive home work hard focus concentrate road
Hypertension,feel fine day drive home work suddenly start headache chest discomfort dizziness challenge concentrate focus drive
Hypertension,shopping start feel headache chest pain dizziness hard focus concentrate task
Hypertension,experience headache chest pain lightheadedness shopping difficult concentrate work
Hypertension,wake morning feel fine day start experience headache chest pain dizziness hard focus concentrate work
Hypertension,feel good wake morning day wear begin feel headachey sick stomach dizzy challenge concentrate focus work
Hypertension,middle meeting suddenly develop headache chest pain dizziness hard focus concentrate discussion
Hypertension,suddenly experience headache chest pain dizziness middle conference challenge concentrate focus topic
Hypertension,feel fine day suddenly develop headache chest pain dizziness run hard maintain balance
Migraine,experience acidity indigestion meal frequent headache blurred vision
Migraine,frequent headache hazy vision acid reflux indigestion meal
Migraine,trouble vision thing distort experience visual disturbance
Migraine,suffer visual disruption thing distort eyesight problem
Migraine,face visual disruption thing distort eyesight difficulty
Migraine,feel excessively hungry eat stiff neck
Migraine,face visual disruption thing distort eyesight difficulty
Migraine,grumpy gloomy lately notice change vision
Migraine,feel depressed irritable notice change vision
Migraine,irritated depressed lately notice change vision
Migraine,recurrent headache blurred vision suffer acid reflux trouble digest food
Migraine,experience acid reflux difficulty digest food regular headache impaired vision
Migraine,feel hungry time sore neck problem vision
Migraine,addition stiff neck eye issue hungry
Migraine,experience acidity indigestion headache blurred distort vision excessive hunger stiff neck depression irritability visual disturbance
Migraine,excessive appetite stiff neck depression impatience visual disturbance indigestion headache blur vision acid reflux
Migraine,excessive appetite stiff neck depression impatience visual disturbance suffer indigestion headache blur vision stomach problem
Migraine,suffer acid reflux indigestion frequent headache impaired vision excessive hunger sore neck depression irritability visual disturbance
Migraine,increase hunger sore neck melancholy impatience visual distortion experience acid reflux indigestion frequent headache blurred eyesight
